review,actual_sentiment,language
"It is extremely difficult finding a honest, knowledgeable, reasonably priced mechanic. You will usually get one out of the three with most being dishonest, money hungry scavengers trying to fulfill a quota, IMO. Highline has been and continues to be an awesome experience each time. Strange for an Auto Shop right? I was referred to Highline Auto by a fellow Officer after I shared how I went to Midas and was advised that they were unable to do my oil change because the oil pan or cap was damaged? Or they couldn't unscrew it? Confusing right? It should be noted I went in with a coupon for a $16.99 oil change. I am now sure that this was the ticket to get me in the door, to be followed by a super duper up sale on items I didn't need. Suffice to say, I then took my car to Wes, didn't mention what happened at Midas and he proceeded to change my oil without a hitch! That set the tone and I have been taking my car to Highline Auto ever since. Highline doesn't need coupons. Wes and his mechanics treat you fairly, are knowledgeable, honest and friendly. You just can't beat that in this day and age! Highly Recommended",positive,en
This is a Vietnamese rice noodle restaurant that deserves recognition in Johor!! The workmanship of the Vietnamese president and staff is very good~ I am sure it will not be a disappointment to recommend to anyone,positive,en
"i dont know why i didn't fall in love with pita jungle sooner. \n\ni work right next to the mall so the food court is super convenient for us. let me tell you a story of how i ate here everyday for lunch for a week. \n\ni ordered a standard gyro with no pickles (they put pickles on their gyros and i find that disgusting) \nmy coworker, jen, ordered the pasta salad with chicken on top. \n\nmine was delicious and i tasted hers. hers was so good! i was like, that's what i'm ordering tomorrow.\n\nthe next day we went again and i ordered the chicken pasta. while waiting for the food to come out someone in front of me picked up their order of a hummus trio with chicken on top and a side of pita.\n\nthe next day jen asked where i wanted to go to lunch. i said pita jungle and i got my hummus trio. \n\nand the trend continued. their food is so good!!!! and its like $8!! and since i work nearby i get a discount! \n\ntoday i had a side of chicken breast with super fresh mushrooms. i watched them steam them, then put them in a pan with w tons of garlic, red wine, and seasoning. some of the best mushrooms i've ever had and it was a HUGE order of mushrooms.\n\n\ni love this place!",positive,en
"Love these pillows. Solved my neck pain and headaches.
These pillows arrived in a compressed bag. Once I took them out, they were the perfect size for our king size pillow cases. These pillows have practically soft my neck problems. They form perfectly to my head and they were extremely affordable compared to department store pillows. It seems like their quality is equal to 100$ pillows.",positive,en
Spotify allows me access to an increasing eclectic array of media. From great pod casts to banging tunes.,positive,en
"Four Stars
Not the softest material. Cuffed sleeves are nice",positive,en
"Singapore airlines is one of the best and for just one reason. They actually are. Be it their aircraft, punctuality, service, check-in they are just better than everyone else. The seats are spacious and never uncomfortable for the 6ft tall person like me.
I would recommend to fly it every time you wanna travel and have a possibility to transit through Singapore.",positive,en
Great Italian Food...excellent everything !!!,positive,en
Good nice I love it,positive,en
Abhishek sidar YouTube 🤝👉🫂👀🙏😃🕉️🚩👈👣❤️🫀･゜ﾟ(^O^)↝😍,positive,en
i love this app it keep 100 percent vibe ❤️also have many connection to connect u with many people u many know,positive,en
We stayed here last here for The Miracle Ride and came back again this year. The rooms were clean and a decent size for the price. It is conveniently located within walking distance to food and other amenities. I really loved the window seat.,positive,en
"My daughter and I stayed here for 4 nights on our first trip to San Francisco. We arrived just before 1pm but were advised that our room wouldn't be ready until 3pm. That is the official check in time so understandable but after flying from Aus we just wanted a shower! Our bags were stored for us and we went for a walk around for a while and when we returned reception asked if we would like to use the business centre so we were able to send emails home while we waited for our room to be ready. Our room was a good size with 2 comfortable queen size beds. The wardrobe appeared to be a door to an adjoining room so I am wondering if a previous reviewer missed this and thought there was no wardrobe. All staff including our cleaner were very helpful and friendly. The location of the hotel is brilliant. So many diners, restaurants and shops nearby. We caught the streetcars on Market st to pretty much everywhere we needed to go for only $2. The only issue with the hotel was the noise! We had a Powell St facing room and I had very little sleep over the 4 nights. The cable cars stop at midnight and we didn't get to bed before then so they weren't a problem but the street noise from people and cars goes on through the night as does the construction work across the road - they were hammering floorboards etc right through the night and it sounded as though they were in the room with us. This was my only complaint and not something the hotel can do anything about.",positive,en
